comments_num,director,name,order,screenwriter,type_one,type_two,type_three,type_four,type_five,score
645321,"丹尼·博伊尔,洛芙琳·坦丹",贫民窟的百万富翁 Slumdog Millionaire,180,"西蒙·博福伊,维卡斯·史瓦卢普",剧情,爱情,无,无,无,8.7
499011,王家卫,东邪西毒 東邪西毒,181,"王家卫,金庸",剧情,动作,爱情,武侠,古装,8.8
524095,王晶,九品芝麻官,182,王晶,剧情,喜剧,古装,无,无,8.8
704002,是枝裕和,小偷家族 万引き家族,183,是枝裕和,剧情,家庭,犯罪,无,无,8.7
259361,弗兰克·德拉邦特,绿里奇迹 The Green Mile,184,"弗兰克·德拉邦特,斯蒂芬·金",剧情,悬疑,犯罪,奇幻,无,8.4
450944,瑞奇·摩尔,无敌破坏王 Wreck-It Ralph,185,"菲尔·约翰斯顿,珍妮弗·李,瑞奇·摩尔,吉姆·里尔顿,约翰·C·赖利,山姆·J·莱文,贾里德·斯特恩",喜剧,动画,奇幻,冒险,无,8.8
305882,理查德·林克莱特,爱在午夜降临前 Before Midnight,186,"理查德·林克莱特,朱莉·德尔佩,伊桑·霍克,金·克里桑",剧情,爱情,无,无,无,8.6
699866,达伦·阿伦诺夫斯基,黑天鹅 Black Swan,187,"安德雷斯·海因斯,马克·海曼,约翰·J·麦克劳克林",剧情,惊悚,无,无,无,8.7
286764,藤森雅也,你看起来好像很好吃 おまえうまそうだな,188,"村上修,神野博明,宫西达也",剧情,动画,儿童,无,无,8.6
527998,"卡洛斯·沙尔丹哈,克里斯·韦奇",冰川时代 Ice Age,189,"迈克尔·伯格 ,迈克尔·J·威尔森,彼得·阿克曼",喜剧,动画,冒险,无,无,8.8
361111,高畑勋,萤火虫之墓 火垂るの墓,190,"高畑勋,野坂昭如",剧情,动画,战争,无,无,9.3
683472,宁浩,疯狂的石头,191,"张承,宁浩,岳小军",喜剧,犯罪,无,无,无,8.5
350612,巴瑞·莱文森,雨人 Rain Man,192,"罗纳德·巴斯,巴里·莫罗",剧情,无,无,无,无,8.8
558975,尼克·卡萨维蒂,恋恋笔记本 The Notebook,193,"扬·萨尔迪,杰里米·莱文,尼古拉斯·斯帕克斯",剧情,爱情,无,无,无,8.7
675443,克里斯托弗·史密斯,恐怖游轮 Triangle,194,克里斯托弗·史密斯,剧情,悬疑,惊悚,无,无,8.8
177047,"斯坦利·多南,吉恩·凯利",雨中曲 Singin' in the Rain,195,"贝蒂·康登,阿多夫·格林",喜剧,爱情,歌舞,无,无,8.6
389172,宫崎骏,魔女宅急便 魔女の宅急便,196,"宫崎骏,角野荣子",动画,奇幻,冒险,无,无,9
601901,李安,色，戒,197,"王蕙玲,詹姆斯·夏慕斯,张爱玲",剧情,爱情,情色,无,无,8.6
257892,郭柯,二十二,198,,纪录片,无,无,无,无,8.6
253349,斯坦利·库布里克,2001太空漫游 2001: A Space Odyssey,199,"亚瑟·克拉克,斯坦利·库布里克",科幻,惊悚,冒险,无,无,8.8
206504,热拉尔·乌里,虎口脱险 La grande vadrouille,200,"热拉尔·乌里,达妮埃尔·汤普森,马塞尔·朱利安,乔治·塔贝,安德烈·塔贝",喜剧,战争,无,无,无,8.7
115669,查理·卓别林,城市之光 City Lights,201,"查理·卓别林,Harry Clive,哈里·克罗克",剧情,喜剧,爱情,无,无,8.7
252005,陆川,可可西里,202,陆川,剧情,犯罪,无,无,无,8.9
484654,斯蒂芬·卓博斯基,奇迹男孩 Wonder,203,"斯蒂芬·卓博斯基,斯蒂夫·康拉德,杰克·索恩,R·J·帕拉西奥",剧情,家庭,儿童,无,无,8.5
373362,史蒂文·斯皮尔伯格,人工智能 Artificial Intelligence: AI,204,"布莱恩·奥尔迪斯,伊恩·沃森,史蒂文·斯皮尔伯格",剧情,科幻,无,无,无,8.4
411829,肯尼思·洛纳根,海边的曼彻斯特 Manchester by the Sea,205,肯尼思·洛纳根,剧情,家庭,无,无,无,8.5
866838,"普特鹏·普罗萨卡·那·萨克那卡林,华森·波克彭",初恋这件小事 ???????????????????????...???,206,普特鹏·普罗萨卡·那·萨克那卡林,剧情,喜剧,爱情,无,无,8.7
260532,黑泽明,罗生门 羅生門,207,"黑泽明,桥本忍,芥川龙之介",剧情,悬疑,犯罪,无,无,8.3
294101,詹姆斯·卡梅隆,终结者2：审判日 Terminator 2: Judgment Day,208,"詹姆斯·卡梅隆,小威廉·威谢尔",动作,科幻,无,无,无,8.8
354415,黄信尧,大佛普拉斯,209,黄信尧,剧情,喜剧,无,无,无,8.4
327289,伦尼·阿伯拉罕森,房间 Room,210,艾玛·多诺霍,剧情,家庭,无,无,无,9.5
347360,罗伯·莱纳,遗愿清单 The Bucket List,211,贾斯汀·扎克汉姆,剧情,喜剧,冒险,无,无,8.6
225315,杨德昌,牯岭街少年杀人事件 牯嶺街少年殺人事件,212,"杨德昌,赖铭堂,杨顺清,鸿鸿",剧情,犯罪,无,无,无,9.1
698081,邓肯·琼斯,源代码 Source Code,213,本·雷普利,科幻,悬疑,惊悚,无,无,8.6
438886,徐克,青蛇,214,"李碧华,徐克",剧情,爱情,奇幻,古装,无,8.5
374263,李惠民,新龙门客栈 新龍門客棧,215,"徐克,张炭,吕晓禾,司徒慧焯,何冀平,苏叔阳",动作,爱情,武侠,古装,无,9.5
493513,布莱恩·辛格,波西米亚狂想曲 Bohemian Rhapsody,216,"安东尼·麦卡滕,皮特·摩根",剧情,同性,音乐,传记,无,8.5
235037,茂文·勒鲁瓦,魂断蓝桥 Waterloo Bridge,217,"塞缪尔·N·贝尔曼,汉斯·拉莫,乔治·弗罗斯切尔,罗伯特·E·舍伍德",剧情,爱情,战争,无,无,8.6
443181,乔治·米勒,疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,218,"乔治·米勒,布伦丹·麦卡锡,尼克·拉图里",动作,科幻,冒险,无,无,8.9
364423,"刘伟强,麦兆辉",无间道2 無間道II,219,"麦兆辉,庄文强",剧情,惊悚,犯罪,无,无,8.6
159803,今敏,东京教父 東京ゴッドファーザーズ,220,"今敏,信本敬子",剧情,喜剧,动画,无,无,8.6
402639,昆汀·塔伦蒂诺,无耻混蛋 Inglourious Basterds,221,昆汀·塔伦蒂诺,剧情,犯罪,无,无,无,8.5
229857,是枝裕和,步履不停 歩いても 歩いても,222,是枝裕和,剧情,家庭,无,无,无,8.6
312548,爱德华·兹威克,血钻 Blood Diamond,223,查尔斯·里维特,剧情,惊悚,冒险,无,无,8.8
247715,爱德华·兹威克,燃情岁月 Legends of the Fall,224,"威廉·D·威特利夫,吉姆·哈里森,苏珊·希利迪",剧情,爱情,战争,西部,无,8.7
450678,詹姆斯·沃德·布柯特,彗星来的那一夜 Coherence,225,"詹姆斯·沃德·布柯特,亚历克斯·马努吉安",科幻,悬疑,惊悚,无,无,9.1
302900,安德鲁·尼科尔,战争之王 Lord of War,226,安德鲁·尼科尔,剧情,犯罪,无,无,无,9.3
142475,"雅克·贝汉,雅克·克鲁奥德",海洋 Océans,227,"克里斯托夫·谢松,雅克·克鲁奥德,洛朗·德巴,斯特凡纳·迪朗,洛朗·戈德,雅克·贝汉,弗朗索瓦·萨兰诺",纪录片,无,无,无,无,9.2
301962,保罗·格林格拉斯,谍影重重2 The Bourne Supremacy,228,"罗伯特·鲁德鲁姆,托尼·吉尔罗伊",动作,悬疑,惊悚,无,无,9.1
229122,安德鲁·尼科尔,千钧一发 Gattaca,229,安德鲁·尼科尔,剧情,科幻,惊悚,无,无,9
333635,细田守,穿越时空的少女 時をかける少女,230,"奥寺佐渡子,筒井康隆",剧情,爱情,科幻,动画,无,9.2
424434,王家卫,阿飞正传 阿飛正傳,231,王家卫,剧情,爱情,犯罪,无,无,9.1
325334,"拉娜·沃卓斯基,莉莉·沃卓斯基",黑客帝国2：重装上阵 The Matrix Reloaded,232,"莉莉·沃卓斯基,拉娜·沃卓斯基",动作,科幻,无,无,无,9.2
396283,宫崎骏,崖上的波妞 崖の上のポニョ,233,宫崎骏,动画,奇幻,冒险,无,无,9.1
177479,阿米尔·汗,地球上的星星 Taare Zameen Par,234,阿莫尔·古普特,剧情,家庭,儿童,无,无,9
361500,道格·里曼,谍影重重 The Bourne Identity,235,"托尼·吉尔罗伊,罗伯特·鲁德鲁姆,W·布莱克·赫伦",动作,悬疑,惊悚,无,无,9.3
461079,保罗·杰诺维塞,完美陌生人 Perfetti sconosciuti,236,"保罗·杰诺维塞,菲利波·博洛尼亚,保罗·克斯泰拉,宝拉·马米妮,罗兰多·拉维洛",剧情,喜剧,无,无,无,9
77191,谢添,茶馆,237,老舍,剧情,历史,无,无,无,9.1
475905,汤姆·提克威,香水 Perfume: The Story of a Murderer,238,"安德鲁·伯金,贝尔恩德·艾辛格,汤姆·提克威,帕特里克·聚斯金德",剧情,犯罪,奇幻,无,无,9.1
362169,约翰·卡尼,再次出发之纽约遇见你 Begin Again,239,约翰·卡尼,喜剧,爱情,音乐,无,无,9.4
139700,秋昌旼,我爱你 ??? ?????,240,"姜草,秋昌旼",剧情,爱情,无,无,无,9
404409,史蒂芬·戴德利,朗读者 The Reader,241,"戴维·黑尔,本哈德·施林克",剧情,爱情,无,无,无,9
79235,"黄建新,杨亚洲",背靠背，脸对脸,242,"黄建新,孙毅安,刘醒龙",剧情,无,无,无,无,9.3
705031,达米恩·查泽雷,爱乐之城 La La Land,243,达米恩·查泽雷,剧情,爱情,歌舞,无,无,9.1
239351,汤姆·麦卡锡,聚焦 Spotlight,244,"乔希·辛格,汤姆·麦卡锡",剧情,传记,无,无,无,9.3
786600,"周申,刘露",驴得水,245,"周申,刘露",剧情,喜剧,无,无,无,9.1
233887,丹尼斯·甘塞尔,浪潮 Die Welle,246,"丹尼斯·甘塞尔,彼得·图万斯,约翰尼·道金斯,罗恩·比恩巴赫,罗恩·琼斯",剧情,惊悚,无,无,无,9.3
370173,丹尼·博伊尔,猜火车 Trainspotting,247,"埃文·威尔什,约翰·霍奇",剧情,犯罪,无,无,无,9.3
423561,卡比尔·汗,小萝莉的猴神大叔 Bajrangi Bhaijaan,248,"卡比尔·汗,维杰耶德拉·普拉萨德",剧情,喜剧,动作,无,无,9.1
590045,雷德利·斯科特,火星救援 The Martian,249,"德鲁·戈达德,安迪·威尔",剧情,科幻,冒险,无,无,9.2
156076,克里斯托弗·诺兰,追随 Following,250,克里斯托弗·诺兰,悬疑,惊悚,犯罪,无,无,9.3
